№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес;X;Y
208;Клиника кожных болезней В.К. Синягина и А.К. Чекалёвой;113496.14;98996.15;Академика Павлова ул., 9;30.0526397315;60.1087152933
209;Институт экспериментальной медицины;113403.54;98857.34;Академика Павлова ул., 9, 12;30.0501426541;60.1078851265
210;Сад;113449.98;98836.50;Академика Павлова ул., 9, 12;30.0497685835;60.1083020893
211;Бюст естествоиспытателя Дарвина Ч.;113415.68;98857.66;Академика Павлова ул., 9, 12;30.0501485724;60.1079940869
212;Бюст химика Менделеева Д.И.;113430.15;98863.39;Академика Павлова ул., 9, 12;30.0502517931;60.1081239234
213;Бюст микробиолога Пастера Л.;113424.14;98860.98;Академика Павлова ул., 9, 12;30.0502083801;60.1080699971
214;Бюст физиолога Сеченова И.;113417.98;98872.55;Академика Павлова ул., 9, 12;30.0504163219;60.1080146293
215;Памятник собаке;113386.03;98921.35;Академика Павлова ул., 9, 12;30.0512932894;60.1077275268
216;Фонтаны (три);113419.86;98904.44;Академика Павлова ул., 9, 12;30.0509897217;60.1080312847
217;Лопухинский сад;113228.96;98902.22;Академика Павлова ул., Каменноостровский пр.;30.0509471735;60.1063178774
218;Дом, в котором жили: Репин Илья Ефимович в 1869 г., Суриков Василий Иванович в 1872 г., Антокольский Марк Матвеевич в 1869 г.;112127.76;94486.30;Академический пер., 1/4;29.9715627266;60.0964406463
219;Кладбище Лазаревское (некрополь XVIII в.);117709.57;92898.15;Александра Невского пл., 1;29.9429312003;60.1465307934
220;Кладбище;117729.22;92891.00;Александра Невского пл., 1;29.9428021873;60.1467071051
221;Александро-Невская Лавра;117673.73;92765.24;Александра Невского пл., 1, Монастырки р. наб., 1, 1-а, Чернорецкий пер., 2, 8, Лаврский пр., Невский просп., 177, 179-а, 190;29.9405393031;60.1462080569
222;Кронверк Петропавловской крепости;113631.35;96240.88;Александровский парк;30.003099731;60.1099392068
223;Гласис, ров и вал;113573.88;96395.20;Александровский парк;30.005874439;60.1094232961
224;Народный дом, где в мае 1917 г. состоялся 1-й Всероссийский съезд крестьянских депутатов. Здесь в Оперном зале выступали певцы Собинов Л.В., Шаляпин Ф.И;113416.69;96417.10;Александровский парк, 4;30.0062679548;60.10801242
225;Институт ортопедический;113900.14;96246.48;Александровский парк, 5;30.0032006394;60.1123517283
226;Главное здание;113917.77;96265.32;Александровский парк, 5;30.0035394381;60.1125099582
227;Корпус служебный;113843.16;96395.37;Александровский парк, 5;30.0058779082;60.1118402178
228;Корпус хозяйственный с котельной;113813.68;96372.32;Александровский парк, 5;30.0054633852;60.1115756371
229;Сад;113879.16;96300.92;Александровский парк, 5;30.0041795629;60.1121633969
230;Арсенал;113605.48;96285.93;Александровский парк, 7;30.0039097399;60.1097069907
231;Корпус со столовой и кухней;113480.64;96412.05;Александровский парк, д. 4, лит. А;30.0061772602;60.1085864073
232;Комплекс зданий Народного дома императора Николая II;113471.49;96475.07;Александровский парк, д. 4, лит. А, Т;30.0073103458;60.1085042259
233;"Корпус с залом для увеселений и чтений (""Железный зал"")";113478.44;96451.92;Александровский парк, д. 4, лит. Т;30.0068941211;60.1085666271
234;Молитвенный дом омовения и служебный дом на Преображенском еврейском кладбище;121335.94;85817.46;Александровской фермы пр., 66, 66-а;29.8152910793;60.1789623934
235;Молитвенный дом омовения;121350.02;85813.51;Александровской фермы пр., 66, 66-а;29.8152191957;60.1790886671
236;Служебный дом;121346.59;85889.48;Александровской фермы пр., 66, 66-а;29.8165882318;60.1790597849
237;Бюст Петронии Примы;114803.37;95386.98;Аллея Росси;29.9877419437;60.1204581018
238;Бюст Скрибонии;114803.37;95386.98;Аллея Росси;29.9877419437;60.1204581018
239;Набережная Английская;112513.19;94105.53;Английская наб. - левый берег р. Большой Невы, от Декабристов пл. до Ново-Адмиралтейского канала;29.9647152571;60.0998984179
240;Набережная;112420.88;94049.64;Английская наб. - левый берег р. Большой Невы, от Декабристов пл. до Ново-Адмиралтейского канала;29.9637115338;60.099069615
241;Устой береговой Исаакиевского наплавного моста с лестничными спусками;112929.94;94404.92;Английская наб. - левый берег р. Большой Невы, от Декабристов пл. до Ново-Адмиралтейского канала;29.9700934703;60.1036402961
242;"Памятник-стела в честь революционного крейсера ""Аврора""";112245.64;93953.83;Английская наб.,  42 (б. Набережная Красного Флота);29.961991185;60.0974962598
243;Дом Нарышкина А.Л. (Воронцовых-Дашковых);112726.57;94175.67;"Английская наб., 10; Галерная ул., 9";29.965974057;60.1018139444
244;Особняк Дурново П.П.;112665.23;94128.19;"Английская наб., 16; Галерная ул., 15";29.9651211253;60.101263163
245;Дом О.Н. Варгуниной (В.В. Скаржинского);112557.16;94060.13;"Английская наб., 24; Галерная ул., 23";29.9638987429;60.1002928495
246;Дома купца Челышева;112542.48;94050.64;"Английская наб., 26 (б. Красного флота наб.); Галерная ул., 25";29.9637283009;60.1001610421
247;Дом фон Дервиза П.П. (Великого князя Андрея Владимировича) с дворовыми флигелями;112513.04;94032.44;"Английская наб., 28; Галерная ул., 27";29.9634014426;60.0998967124
248;Дом Майера Э.М.;112486.04;94016.68;"Английская наб., 30; Галерная ул., 29";29.9631184242;60.0996542945
249;Коллегия Иностранных дел (дом Куракина Б.А.);112445.07;94007.23;Английская наб., 32, Галерная ул.,31;29.9629489743;60.09928652
250;Дом фон Дервиза С.П. с дворовыми флигелями;112409.47;93968.00;"Английская наб., 34; Галерная ул., 33";29.9622441835;60.0989667913
251;"Дом А.Ф. Кларка (здание общества ""Мазут"")";112322.41;93926.93;"Английская наб., 38; Галерная ул., 39; Труда пл., 1";29.9615068753;60.0981851692
252;Дом Лаваль А.Г.;112820.92;94232.17;"Английская наб., 4; Галерная ул., 3";29.966988868;60.1026610426
253;Особняк;112269.59;93932.91;"Английская наб., 42; Галерная ул., 43";29.9616149171;60.0977111141
254;Дом Румянцева Н.П. (Кочубея Е.Л.), арх. Глинка В.А., ск. Мартос И.П., арх. Цим И.-А., арх. Степанов А.А.;112262.65;93887.88;"Английская наб., 44; Галерная ул., 45";29.9608056166;60.0976485853
255;Дом № 48;112206.65;93902.53;Английская наб., 48;29.9610695337;60.0971460348
256;Дома П.К.Ферзена (А.Я.Прозорова);112224.74;93866.17;"Английская наб., 48; Галерная ул., 49";29.9604158097;60.0973082068
257;Дом Стенбок-Ферморов (дом Капниста);112201.71;93857.86;"Английская наб., 50; Галерная ул., 51";29.9602666969;60.0971014557
