№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес
265;Особняк Казалета Э.П. (Тенишевых);112792.08;94208.44;"Английская наб., 6; Галерная ул., 5"
266;Дом Теплова;112087.78;93799.25;"Английская наб., 60 (б. Красного Флота, наб.); Галерная ул., 61"
267;Дома кн. Л.Д.Вяземского;112036.81;93773.07;"Английская наб., 66 (б. Красного Флота, наб.); Галерная ул., 67"
268;Дом Штиглица А.Л. (дворец Великого князя Павла Александровича);112009.20;93754.29;"Английская наб., 68; Галерная ул., 69"
269;Дом Виллие Я.В. (Демидова, Гауша);111918.73;93747.17;"Английская наб., 74; Ново-Адмиралтейского кан. наб., 2"
270;Дом Паскевича Ф.И. с дворовыми флигелями;112757.62;94189.61;"Английская наб., 8; Галерная ул., 7"
271;Дом М.Н. Челищева (М.Л. и И.Л. Варшавских);112065.20;93802.63;Английская наб., д. 62, лит. А
272;Дом С.В. Линдес (Здание Шведского посольства);112044.34;93809.29;Английская наб., д. 64, лит. А
273;Здание кондитерской фабрики “Жорж Борман”;112006.89;93191.65;"Английский пр., 16; ул. Писарева, 3"
274;Флигель жилой;111854.45;93319.97;Английский пр., 2
275;Флигель конюшенный;111910.23;93338.19;Английский пр., 2
276;Флигель прачечный;111848.99;93357.83;Английский пр., 2
277;Флигель служебный при конюшне;111885.57;93330.41;Английский пр., 2 (во дворе)
278;"Дом, в котором: жила в 1909-1910 гг. актриса Комисаржевская Вера Федоровна (кв. 7); жил с 1908 г. и умер в 1940 г. океанограф академик Шокальский Юлий Михайлович (кв. 19); в помешениях училища Витмер О.К. неоднократно бывал Ленин В.И. (1905-1906 гг.)";111996.51;92761.51;"Английский пр., 27; Союза Печатников ул., 27"
279;Здания, где в 1897-1919 гг. находились Высшие курсы физического образования (курсы Лесгафта). Здесь жили и работали: в 1897-1909 гг. - основатель курсов Лесгафт П.Ф., в 1907-1941гг. - революционер Морозов Н.А., в 1913-1958 гг. - физиолог Орбели Л.А.;112071.69;92822.44;"Английский пр., 32; Союза Печатников ул., 25-а"
280;Дом, XIX в. Здесь в 1906-1907 гг. Ленин В.И. принимал участие в партийных собраниях;112183.81;92383.07;"Английский пр., 41; Садовая ул., 105; Канонерская ул., 26"
281;Особняк А.К. Пампеля;111869.93;93282.06;Английский пр., 4-6, лит. А
282;Дом фан Гильзе фан дер Пальса Г.Г.;111901.26;93225.81;Английский пр., 8-10
283;Дом жилой;111892.33;93233.84;Английский пр., 8-10
284;Службы;111928.69;93261.86;Английский пр., 8-10
285;Ограды (две);111915.54;93212.89;Английский пр., 8-10
286;Ворота;111870.53;93250.07;Английский пр., 8-10
287;Особняк С.П. Ягужинского;114464.38;95036.10;Аптекарский пер., 6, лит. Б
288;Институт электротехнический. Здесь в 1903-1905 гг. жил изобретатель радио Попов А.С. Здесь работали ученые Графтио Г.А., Гаккель Я.М., Вологдин В.П.;113976.00;98273.08;"Аптекарский пр., 3; Профессора Попова ул., 5"
289;Центральная электростанция городского трамвая с водокачальней;117092.47;92236.57;Атаманская ул., 3/6 (б. ул. Красного электрика)
290;Входное здание;117216.65;92422.92;Атаманская ул., дом 3/6, лит.Б
291;Жилой дом служащих;117191.02;92455.65;Атаманская ул., дом 3/6, лит.Б
292;Сарай и конюшни;117216.56;92386.11;Атаманская ул., дом 3/6, лит.Б
293;Арестантский корпус;117264.58;92438.93;Атаманская ул., дом 3/6, лит.Б
294;Производственный корпус;117302.52;92393.71;Атаманская ул., дом 3/6, лит.В
295;Баня и прачечная;117254.48;92392.78;Атаманская ул., дом 3/6, лит.Д
296;"Барельефы ""Маскарон"" (три)";90322.86;88854.02;Аттик Марлинского каскада
297;Вазы (две);90322.86;88854.02;Аттик Марлинского каскада
298;Подставки (три);90322.86;88854.02;Аттик Марлинского каскада
299;"Статуя ""Тритон""";90322.86;88854.02;Аттик Марлинского каскада
300;"Статуи ""Нептун"", ""Вакх""";90322.86;88854.02;Аттик Марлинского каскада
301;Производственное здание (главная контора и типография);112744.22;96515.71;"Б.Пушкарская ул.,10,лит.А,подлит.А9,пом.14-Н(2);пом.56-Н(1-5);пом.16-Н;пом.17-Н(1);пом.19-Н(1-2);пом.8-Н(71);пом.22-Н(8(по 1-6 окон.осям вост.кап.стены),9,10);пом.25-Н(8(по 1-6 окон.осям вост.кап.стены),9-12);пом.28-Н(6(по 1-6 окон.осям вост.кап.стены),7"
302;"Дворец ""Бельведер""";89325.73;84517.28;Бабигонский холм
